Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,Reviewer,Review Title,Link,Rating_Distribution,Rating_of_Performance,Rating_of_Story
"Colsons book is a beautifully written and artfully narrated work of fiction  It describes the travails of Cora, the granddaughter of a kidnapped African and daughter of a strong but absent slave living on a cotton plantation in GeorgiaWhat makes this book a pleasant read is that it touches on several key themes that have often been overlooked and in some cases whitewashed from public school curriculums and our general understanding of what a inhumane and evil business chattel slavery was This book should be required reading for such noted historians as Dr Ben Carson and Kanye WestWhiteheads book uses the physical railroad as a wonderful metaphor that takes the reader on a tour of the key events which describe the Black experience from capture in Africa to freedom, all through the life experiences of this fierce young woman who yearns to be freeI am of the opinion that good historical fiction is always about what is happening now This book would be an important read for Black youths who do not possess a keen understanding of those from whom they sprang and provide a solid baseline from which discussions may be pursued in a public school environment",08-23-18,5,4.4,16238,0,Gary Horton,A Perfect Slavery Primer,https://www.audible.com/pd/The-Underground-Railroad-Television-Tie-in-Audiobook/B01J6CZQGA,"9780,4063,1727,432,236","10568,2842,826,183,107","8612,3520,1626,487,241"
"I havent laughed this much in ages, or cried so hard at the end of a story",02-21-22,5,4.8,19897,0,StephH,Funny and Poignant,https://www.audible.com/pd/A-Man-Called-Ove-Audiobook/1797108263,"17419,1861,440,98,79","16512,990,156,34,24","15388,1736,355,88,79"
classic tale brought to life by a narrator who was wonderfully animated and fantastic Worthy of a relitsen,03-20-18,5,4.8,42709,0,H Goodbody,great narration,https://www.audible.com/pd/Jurassic-Park-Audiobook/B00U7UORMU,"34173,6996,1235,212,93","30610,6309,1249,178,92","30783,6038,1228,237,82"
"This was a breeze to listen to The narrator was superb and the content was presented in a digestible way despite the sophistication of some of the concepts involved Listening to this book felt like hearing 85 stuff I already knew, but arranged and presented in such a way as to give more context to disparate facts and ideas so they came together into a meaningful whole Thus new light was shed on stuff I thought I understood Definitely recommend this if you want an introduction to the predominant worldviews and debates of todays elite intellectual class",04-14-20,5,4.7,56033,0,Christopher Zombik,Engaging and satisfying,https://www.audible.com/pd/Sapiens-Audiobook/B0741G911Q,"45042,7848,1980,631,532","39888,6212,1299,264,226","37827,6836,1827,538,540"
"I have no idea how Andy Weir can write such detailed, science oriented books and still inject so much humanity into them  Even when one of the main characters is not human The very real human emotions come through and make the characters so life like  Hmmm  Maybe we shouldnt confine emotions to humans   Aliens in Weirs world obviously have their share  Please dont miss the experience of this book  Such great hope for Mankind",05-17-21,5,4.9,182379,0,Liz,Excellent Excellent Excellent,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
I loved this book I hope the author continues to tell us more about her life,10-18-18,5,4.5,10325,0,Ms. Dee,Beautiful Story,https://www.audible.com/pd/Feeding-the-Dragon-Audiobook/B07DQR8X3R,"6891,2034,943,262,195","7528,1197,460,142,122","6176,1841,925,315,161"
"I knew nothing of Sharon Washington, but when I saw the title in the Audible Originals I figured  why not I loved this story from the first paragraph Her delivery is excellent I was listening on a road trip by myself and I found myself exclaiming aloud, this woman can tell a story Her accents were on point, even the Gullah tones, which often escape people not from the area I live in Georgetown, SC, so when I heard that her parents retired and were buried here I felt an even greater connection Im so glad Audible selected Sharon Washington as one of their original stories I will happily listen to anything she writes and anything she reads",10-01-18,5,4.5,10325,0,N.,LOVED LOVED LOVED This Story,https://www.audible.com/pd/Feeding-the-Dragon-Audiobook/B07DQR8X3R,"6891,2034,943,262,195","7528,1197,460,142,122","6176,1841,925,315,161"
"This book was a bit confusing for me initially, and I had to restart it about 3 times I almost gave up but l kept going A lot of detail and an unusual world The story is very good though Just gotta get through the first 13 of the world building I loved the narrators voice He did an excellent job",06-27-23,4,4.6,8793,1,Ashley,Stick with it,https://www.audible.com/pd/Piranesi-Audiobook/1526622416,"6171,1735,627,158,102","6750,722,136,17,20","5284,1528,534,166,109"
An amazing sorry that had me captivated on so many levels Definitely worth spending a credit on,10-11-22,5,4.6,20336,0,Naomi,Loved this book,https://www.audible.com/pd/The-Kite-Runner-Audiobook/B002V8H0S4,"15068,3813,957,284,214","10865,2352,673,151,109","11266,2076,546,140,128"
"Love Brian Cranston, first of all, but it is also a great story Very beautifully told narrative from the Vietnam War Gave me a way to connect with my dad",11-11-22,5,4.3,13189,0,Denise Gallegos,A heart felt read,https://www.audible.com/pd/The-Things-They-Carried-Audiobook/B00FFHJXSI,"7592,3456,1448,420,273","8759,2130,620,151,106","6647,2990,1357,440,297"
The story was very intriguing the whole way and I loved the ending I enjoyed the voice and of the narrator,04-01-20,5,4.4,60942,0,Emmy,Great narration  story,https://www.audible.com/pd/Little-Fires-Everywhere-Audiobook/B074F38TWD,"37041,16454,5496,1277,674","38825,11082,2658,560,321","31431,14250,5355,1528,767"
"This story grew on me I liked that the main character was a strong, smart, kind, confident, athletic, atypical female character who showed respect to her elders I appreciated the use of Native American words and the inclusion of native cultural experiences that I was unfamiliar with I thought the narration was good for the main character, but didnt feel like the voices of the other characters were distinct enough and it sometimes brought me out of the story But I would recommend this to any young person",12-21-21,4,4.7,6865,0,R. Valencia,Native American Experience,https://www.audible.com/pd/Firekeepers-Daughter-Audiobook/1250779510,"5424,1068,266,71,36","5137,747,178,45,27","4824,936,262,55,35"
"Great book, the narration was also great, good accents and everything I loved every part of it",03-05-18,5,4.6,35784,0,Cass Alexander Riggan,Dracula,https://www.audible.com/pd/Dracula-Audible-Edition-Audiobook/B0078PA1OA,"25547,7314,2206,480,237","26720,4257,1025,240,142","22258,6695,2559,525,257"
"Reads like fiction but its real And minus a few words that give us the shivers these days, its timeless",06-15-24,5,4.4,15147,0,Morgan Harris,Masterful,https://www.audible.com/pd/In-Cold-Blood-Audiobook/B002UZJTXM,"9366,3832,1389,348,212","8883,2511,746,186,116","7954,2899,1106,296,171"
"This story perfectly expounds upon the life of this modern historical figure and activist While I knew the basic summary of Malalas campaign from news articles, the book dives deep into the life of a child who took on the taliban and lived to tell her story",01-26-22,5,4.6,11947,0,Michael V,A must listen for autobiographies,https://www.audible.com/pd/I-Am-Malala-Audiobook/B00F9F8K8K,"8701,2350,663,123,110","8120,1874,444,90,65","8014,1813,540,115,76"
I loved everything about it I would love a sequel to this book I loved all the characters too,02-28-24,5,4.6,22819,0,Cinderella525,Wonderful story always left me totally surprised What an amazing author,https://www.audible.com/pd/The-Lincoln-Highway-Audiobook/0593452100,"16748,4059,1363,406,243","17075,2306,511,139,98","14417,3650,1231,436,272"
Great story of love and suffering Wonderful narrator I love everything about this audiobook,03-30-24,5,4.9,13701,0,DJ Master K,Amazing audiobook,https://www.audible.com/pd/The-Hunger-Games-Special-Edition-Audiobook/B07HHH7L77,"12487,983,147,47,37","10551,907,202,51,71","10838,776,101,16,22"
"I think this book made me fall deeper in love with horror storiesthrillersmurder mysteriesThe literal telling of the tale was so captivating that it didnt even take me an entire day to listen to this book It probably took me less than 8 hours, and I honestly most likely could have done it in one sitting if I wasnt multitaskingI must say that I hate the racial stigma that this book has though I REALLY wish it never existed But based on reviews I read from others it seems as though thats Agatha Christies writing style Quite unfortunate, that  and definitely not an excuseNow for the good part  I would have never guessed that the murderer was who he turned out to be, though I should have based on his inner dialogue His little monologue after the epilogue was so freaking eyeopening and bloodcurdling it was all I could do to stop myself from screaming I was, however, grinning internally like an idiot because everything was being unraveled and it was so damn goodNow would I listen to this book again Mm, probably not But I would definitely want to own a hard copy so I can skip through and savour the story at my leisureI also want to try and watch the supposed filmThe only thing stopping me from wholeheartedly recommending this book is its bad racial background Otherwise, definitely a good readI will share the nursery rhyme though",10-10-21,4,4.6,19674,0,Aldria A.,Cant Wait To Read More Thrillers,https://www.audible.com/pd/And-Then-There-Were-None-Audiobook/B00ENI4SS0,"14354,3850,1128,217,125","14339,2477,657,120,91","12847,3358,1100,211,115"
Loved everything about this book  I was hooked and sat in my house in the evenings listening after listening during my daily commute  So engrossing and the characters are complex and amazing  I wish I could take an amnesia shot and go back and read it again fresh,11-27-21,5,4.9,182379,1,Laurenantics,The best book Ive read in many years,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
This was a wonderfully written book and narrated by somebody who truly has a charming speaking voice and grasp of the realities of working for other people in the kitchenIt is a not so gentle reminder to treat those in the food industry with respect and politenessAnyone who complains about the vulgarity of this book clearly has never paid attention to Anthony Bourdaine has said in their lifetime,07-03-18,5,4.8,36876,0,Anonymous User,Intriguing,https://www.audible.com/pd/Kitchen-Confidential-Audiobook/B002VA8GSA,"30168,5163,1181,203,161","26805,3001,736,128,75","25132,4213,975,162,95"
"I am using the rule right now I didnt want to take 2 minutes of my time to do it And you will learn just like I did by reading, you dont want to do a lot of things You never feel like it Your brain has s amazing and will come up with any and all excuses to not do something B",07-22-17,5,4.7,51395,0,Cem Sakarya,"Read it, Try it, Live it",https://www.audible.com/pd/The-5-Second-Rule-Audiobook/B06VX22V89,"41486,5668,1993,1020,1228","36990,4507,1581,668,975","35034,5246,1985,908,1211"
"This is an enlightening book about the trials and tribulations of those living in Pakistan, from the perspective of one extremely bright and wise young girl This was an eye opening novel for me because it educated me on the incremental rise of the Taliban and the suffering the ensued Malala stood up for a nobel cause in such a brave and inspiring way, this is a book that everyone should read",06-12-15,5,4.6,11947,0,Ramneek,Must read,https://www.audible.com/pd/I-Am-Malala-Audiobook/B00F9F8K8K,"8701,2350,663,123,110","8120,1874,444,90,65","8014,1813,540,115,76"
Zora wrote a masterpiece for all races and both genders to adore Rudy gave life to the story like no other narrator could It is like Rudy and Zora are the same Their artistic marriage will last forever,07-07-15,5,4.7,11650,0,Amazon Customer,Excellence all around,https://www.audible.com/pd/Their-Eyes-Were-Watching-God-Audiobook/B002UZN75I,"8885,1956,563,123,123","8799,859,235,61,64","7492,1741,552,119,89"
