Rating,Review_Text,sentiment_score_continuous,sentiment_score_discrete,deviation,abs_deviation
4,"upgraded to executive suite
breakfast
staff helpfulno bottle of water on the suite or in the fridge 
bottle of Pinot Grigio at 42 expensive",3.706,4,0.29400000000000004,0.29400000000000004
5,Excellent location,4.706,5,0.2939999999999996,0.2939999999999996
5,Everything ot was excellent couldnt speak highly enough of the staff,4.707,5,0.29300000000000015,0.29300000000000015
4,LocationPoor choice of beers at the bar,4.293,4,-0.29300000000000015,0.29300000000000015
4,"Staff were very helpful, good breakfast and location ideal near a tube stationI had booked a pay on arrival rate which I have done on many previous occasions   Prior to my arrival, bookingcom kept trying to check my credit card by putting through a charge of 1, this triggered a fraud alert by the credit card company and the temporary blocking of my card
Fortunately the hotel were able to assist on my arrival and I got my card to work but I would be reluctant to book this rate again if this is now the policy",3.707,4,0.29300000000000015,0.29300000000000015
4,"It is very clean, the location is verygood for the main attractions, the street is quiet The room is clean and I liked the water boiler and and courtesy nescafe, chocolate and tea bags The linen is very comfortableThe bed is not a double bed, it is extremly small and two people are not comfortable The room is small, and has no wardrobe which makes your clothes hang very close to the bed The moquet in the room surely does not give the impression of clean Overall for a short stay it can be enough It is not a real 4 star hotel in my opinion No fridge in the room",3.708,4,0.2919999999999998,0.2919999999999998
4,good location for usthe menu choices,4.291,4,-0.29100000000000037,0.29100000000000037
4,Great location especially for St Pancras Nice to look out over a green space Staff very helpfulThe aircon didnt work but you could open a window Thelittle freezer didnt work,4.29,4,-0.29000000000000004,0.29000000000000004
5,"cleanliness of rooms, staff providing extra value in responding to queries and making stay very welcoming",4.71,5,0.29000000000000004,0.29000000000000004
5,The staff are very helpful and kind,4.71,5,0.29000000000000004,0.29000000000000004
5,"The whole atmosphere was excellent The rooms comfortable and the staff friendly and helpful 
Also well situated for transport and Victoria area
Reception had arranged a birthday cake for my wife, which was very good from Lolas Cupcakes and decorated the room with balloonsThere was nothing that I didnt like",4.711,5,0.2889999999999997,0.2889999999999997
4,"Really close to tube 
Lovely staff
Nice looking building
Good wifi
Good shower
Comfy bedCramped room,  but ok for the price
Long wait for breakfast",4.289,4,-0.2889999999999997,0.2889999999999997
5,Brand new,4.711,5,0.2889999999999997,0.2889999999999997
4,"the location of the hotel was perfect the rooms were totally silent at night despite being on a main road great location, staff were good but the breakfast was simply amazing  i couldnt have asked for a better breakfast buffet 5 stars for the breakfast the rooms were a little on the small side",4.288,4,-0.28800000000000026,0.28800000000000026
5,"Location was great, easy to get there Room was just as the pictures, no surprise, comfortable bed, clean room Nice staffNA",4.713,5,0.2869999999999999,0.2869999999999999
5,"Location was great, easy to get there Room was just as the pictures, no surprise, comfortable bed, clean room Nice staffNA",4.713,5,0.2869999999999999,0.2869999999999999
4,Overall good value for money  pleased with our stay and quite clean Liked also digital check in and check outA bit small wardrobe There was not much space for clothes,4.285,4,-0.28500000000000014,0.28500000000000014
4,The rooms need air conditioningThe heat of the rooms,3.715,4,0.28500000000000014,0.28500000000000014
4,Big room with a desk and a table Good breakfastWindows were not closing very well and you can hear the noise of the AC units and also there was a bar at the ground floor so you could hear the people going out for a smoke the entire night,4.284,4,-0.2839999999999998,0.2839999999999998
5,Staff were very friendly and breakfast was lovely Great selectionBed was a bit firm for me,4.717,5,0.28300000000000036,0.28300000000000036
5,"Beautiful hotel
Great staff
Great breakfast30 min walk from the concert in Hyde park but worth it",4.717,5,0.28300000000000036,0.28300000000000036
4,"staff was very friendly , room was clean with good and comfortable bed and nice view of river 
Break fast was goodRoom size, not spacious, hardly any space around a double bed",4.283,4,-0.28300000000000036,0.28300000000000036
4,great location for travellers to from Kings Cross or St P studio has all the stuff youd need to be self containedblock out curtains would be helpful in the summer note there isnt an elevator so check floor number if you dont like stairs,4.282,4,-0.28200000000000003,0.28200000000000003
4,"very clean and location is in central and close to everythingbad phone signal, no toothpaste and the rooms were small",4.282,4,-0.28200000000000003,0.28200000000000003
4,"Everything looks new and crean Great location Easy checkin and checkout, everything is onlineIt is quite strange no to be in contact with staff or other guests The room could have a couple more meters and a small window",4.28,4,-0.28000000000000025,0.28000000000000025
4,"My son and his girlfriend stayed to celebrate their 1st anniversary They had a great stay and said the room and location was greatHad asked to add a cooked breakfast instead of the included continental However this was not possible as they were told they had no chef A shame, although just another hospitality venue struggling for staff it seems",4.278,4,-0.2779999999999996,0.2779999999999996
5,Very friendly staff and very comfortable bedsNothing,4.724,5,0.2759999999999998,0.2759999999999998
4,"Small room but adequate for our 1 night stay, great location short walk to the undergroundSmall room,",4.274,4,-0.274,0.274
4,"Good location for the money to be near St Pancras and Kings Cross Rail stations Area outside the hotel not the cleanest, but the hotel clean and better than expectations for area and priceLow water pressure in the shower",4.273,4,-0.2729999999999997,0.2729999999999997
5,"Clean, nice big room, comfy bed",4.727,5,0.2729999999999997,0.2729999999999997
5,Great location and clean,4.727,5,0.2729999999999997,0.2729999999999997
4,"The room was a good size and furnishings mainly in good condition Temp control good with a window that opens 
Staff are lovely especially those who do breakfastThe beds are becoming old so well worn and if you like a hard mattress you might struggle
Lift is tiny soo if hotel is busy you can wait a while",4.271,4,-0.2709999999999999,0.2709999999999999
4,You hear a lot of noise from the other room doors and rooms,3.73,4,0.27,0.27
4,Good location Very comfortable room and bedLifts were shocking So busy and missing floors to collect people Every lift we got into was near enough full Also had a random man knock and ring the doorbell continuously at my room at 11pm,3.73,4,0.27,0.27
4,"For London, decent sized and comfortable rooms Good breakfast Walking distance to WestminsterFor evening meal the restaurant is pricey and unless you like Bao buns theres not too much within easy walking distance",4.27,4,-0.2699999999999996,0.2699999999999996
